Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Titel.1,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km
"Evolène, Chapelle de la Garde, Teilansicht und Landschaft",Evolène VS. Landschaft. Felsiger Steilhang mit Weg und Kapelle 'La Garde' ausserhalb Evolène; Ansicht von Süden. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6493_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135151,"Evolène, Chapelle de la Garde, Teilansicht und Landschaft",Evolène VS. Landschaft. Felsiger Steilhang mit Weg und Kapelle 'La Garde' ausserhalb Evolène; Ansicht von Süden. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1292072,7.4758852,4,False,1,2.38
"Evolène, Chapelle de la Garde, Teilansicht","Evolène VS. Landschaft, Sakralbau. Anhöhe und Kapelle 'La Garde' ausserhalb Evolène; Ansicht von Südosten. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6494_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135205,"Evolène, Chapelle de la Garde, Teilansicht","Evolène VS. Landschaft, Sakralbau. Anhöhe und Kapelle 'La Garde' ausserhalb Evolène; Ansicht von Südosten. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1292072,7.4758852,4,False,1,2.38
"Evolène, Chapelle de la Garde, Teilansicht und Panorama",Evolène VS. Landschaft. Blick durch die Säulenvorhalle der Kapelle 'La Garde' gegen Süden und die Dents de Veisivi. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6495_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135243,"Evolène, Chapelle de la Garde, Teilansicht und Panorama",Evolène VS. Landschaft. Blick durch die Säulenvorhalle der Kapelle 'La Garde' gegen Süden und die Dents de Veisivi. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1292072,7.4758852,4,False,1,2.38
"Evolène, Landschaft",Evolène VS. Landschaft. Felswand und -block und Halde mit der Kapelle 'La Garde'; Blick gegen Süden auf die Dents de Veisivi. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6496_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135280,"Evolène, Landschaft",Evolène VS. Landschaft. Felswand und -block und Halde mit der Kapelle 'La Garde'; Blick gegen Süden auf die Dents de Veisivi. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1292072,7.4758852,4,False,1,2.38
"Evolène, Landschaft",Evolène VS. Landschaft. Partie mit der Talstrasse des Val d'Hérens; Blick taleinwärts gegen Dent Blanche und Ferpècle-Gletscher. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6497_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135320,"Evolène, Landschaft",Evolène VS. Landschaft. Partie mit der Talstrasse des Val d'Hérens; Blick taleinwärts gegen Dent Blanche und Ferpècle-Gletscher. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1667,7.4333,5,False,0,7.68
"Evolène, Landschaft",Evolène VS. Landschaftsbild vom Val d'Hérens ausserhalb Evolène mit Blick taleinwärts gegen Süden. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6498_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135355,"Evolène, Landschaft",Evolène VS. Landschaftsbild vom Val d'Hérens ausserhalb Evolène mit Blick taleinwärts gegen Süden. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1667,7.4333,5,False,0,7.68
"Evolène, Ortsteilansicht","Evolène VS. Landschaft, Dorfbild, Siedlung. Kapelle, Weg, Hüttengruppe im Weiler Lanaz; Ansicht von Süden, Blick talauswärts",46.1215628,7.476689,Nein,Lana (Evolène),lcmt-nabi-pctmp_ead_zing_6499_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135397,"Evolène, Ortsteilansicht","Evolène VS. Landschaft, Dorfbild, Siedlung. Kapelle, Weg, Hüttengruppe im Weiler Lanaz; Ansicht von Süden, Blick talauswärts",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Lana (Evolène),46.12067,7.4774,3,True,0,0.11
"Evolène, Ortsteilansicht","Evolène VS. Landschaft, Sakralbau, Siedlung. Blick aus der Porticus der Kapelle von Lanaz über Weg, Wiesen; Blick nach Südosten gegen die Dent Blanche",46.1215628,7.476689,Nein,Lana (Evolène),lcmt-nabi-pctmp_ead_zing_6501_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135434,"Evolène, Ortsteilansicht","Evolène VS. Landschaft, Sakralbau, Siedlung. Blick aus der Porticus der Kapelle von Lanaz über Weg, Wiesen; Blick nach Südosten gegen die Dent Blanche",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Lana (Evolène),46.12067,7.4774,3,True,0,0.11
"Evolène, Landschaft","Evolène VS. Landschaft. Wiesengelände, Hütten, Lärchengruppe auf dem Maiensäss Arbey; Blick gegen Westen auf den Pic d'Artsinol. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6502_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135479,"Evolène, Landschaft","Evolène VS. Landschaft. Wiesengelände, Hütten, Lärchengruppe auf dem Maiensäss Arbey; Blick gegen Westen auf den Pic d'Artsinol. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
Evolène Landschaft / Siedlung,Evolène VS. Landschaft auf dem Maiensäss Arbey. Wiesen-/Weideterrasse mit Hütten und See; Blick gegen Südosten auf die Dent Blanche und den Ferpècle-Gletscher. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6503_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135512,Evolène Landschaft / Siedlung,Evolène VS. Landschaft auf dem Maiensäss Arbey. Wiesen-/Weideterrasse mit Hütten und See; Blick gegen Südosten auf die Dent Blanche und den Ferpècle-Gletscher. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Landschaft",Evolène VS. Landschaft. Wiesenhalde mit Hütten auf dem Maiensäss Arbey. Blick gegen Südosten auf die Dent Blanche und den Ferpècle-Gletscher. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6504_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135546,"Evolène, Landschaft",Evolène VS. Landschaft. Wiesenhalde mit Hütten auf dem Maiensäss Arbey. Blick gegen Südosten auf die Dent Blanche und den Ferpècle-Gletscher. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Landschaft","Evolène VS. Landschaft des Val d'Hérens mit Fluss Borgne. Blick gegen die Dent Blanche, Dents de Veisivi und den Ferpècle-Gletscher. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6505_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135593,"Evolène, Landschaft","Evolène VS. Landschaft des Val d'Hérens mit Fluss Borgne. Blick gegen die Dent Blanche, Dents de Veisivi und den Ferpècle-Gletscher. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.1667,7.4333,5,False,0,7.68
"Evolène, Ancien moulin, Teilansicht","Evolène VS. Mühlewesen. Alte, primitive Getreidemühle in kleinem, gezimmertem Schuppen; eingerichtet für Handbetrieb (zu Bild Nr. 6508). Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6506_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135628,"Evolène, Ancien moulin, Teilansicht","Evolène VS. Mühlewesen. Alte, primitive Getreidemühle in kleinem, gezimmertem Schuppen; eingerichtet für Handbetrieb (zu Bild Nr. 6508). Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Das Dorf Evolène mit einem Teil seiner Umgebung, von Südosten gesehen. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6507_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135662,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Das Dorf Evolène mit einem Teil seiner Umgebung, von Südosten gesehen. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ancien moulin, meule, Gesamtansicht","Evolène VS. Mühlewesen. Alte, primitive Getreidemühle in einem holzgezimmertem Schopf, Innenansicht mit dem Stator-/Rotorstein (zu Bild Nr. 6506). Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6508_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161178121,"Evolène, Ancien moulin, meule, Gesamtansicht","Evolène VS. Mühlewesen. Alte, primitive Getreidemühle in einem holzgezimmertem Schopf, Innenansicht mit dem Stator-/Rotorstein (zu Bild Nr. 6506). Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Ansicht des Dorfes. Blick gegen Süden zum Eingang ins Val Ferpècle und auf die Dents de Veisivi. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6509_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135723,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Ansicht des Dorfes. Blick gegen Süden zum Eingang ins Val Ferpècle und auf die Dents de Veisivi. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Teilansicht des Dorfes von Südosten, mit einem Teil seiner Umgebung. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6510_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135869,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Teilansicht des Dorfes von Südosten, mit einem Teil seiner Umgebung. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse und Bauernhäuser, Ställe im Oberdorf; Durchblick auf den Kirchturm. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6511_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135904,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse und Bauernhäuser, Ställe im Oberdorf; Durchblick auf den Kirchturm. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Eine Gruppe alter Bauernhäuser aus Holz; Ansicht der Giebelseiten, von Südwesten. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6512_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135945,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Eine Gruppe alter Bauernhäuser aus Holz; Ansicht der Giebelseiten, von Südwesten. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gruppe alter Gebäude (Häuser und Ställe) mit Kirche; Ansicht von Norden; Blick taleinwärts auf die Dents de Veisivi. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6513_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161135986,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gruppe alter Gebäude (Häuser und Ställe) mit Kirche; Ansicht von Norden; Blick taleinwärts auf die Dents de Veisivi. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Landschaft, Siedlung. Teilansicht des Dorfes von Südosten mit Wiesengelände; Blick talauswärts. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6514_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136028,"Evolène, Ortsteilansicht","Evolène VS. Landschaft, Siedlung. Teilansicht des Dorfes von Südosten mit Wiesengelände; Blick talauswärts. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Blick durch die Hauptstrasse mit den links und rechts anliegenden bäuerlichen Gebäuden. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6515_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136068,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Blick durch die Hauptstrasse mit den links und rechts anliegenden bäuerlichen Gebäuden. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gässchen und malerischer Winkel zwischen alten, bäuerlichen Gebäuden im Dorfinnern. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6516_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136102,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gässchen und malerischer Winkel zwischen alten, bäuerlichen Gebäuden im Dorfinnern. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse zwischen altem, markantem Bauernhaus und einem Stall. Durchblick nach der Kirche. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6517_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136128,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse zwischen altem, markantem Bauernhaus und einem Stall. Durchblick nach der Kirche. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Eine Gasse zwischen Speichern und Ställen; Durchblick nach einer markanter Bauernhaus-Fassade. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6518_pctmp.jpg,1923,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136154,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Eine Gasse zwischen Speichern und Ställen; Durchblick nach einer markanter Bauernhaus-Fassade. Aufnahme 1922.,1923,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gässchen im Dorfinnern; eine Gruppe von Bäuerinnen unter einer Haustüre. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6519_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136190,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gässchen im Dorfinnern; eine Gruppe von Bäuerinnen unter einer Haustüre. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Markante, alte Walliser Bauernhäuser an der Hauptstrasse. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6520_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136230,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Markante, alte Walliser Bauernhäuser an der Hauptstrasse. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ferme valaisanne, Teilansicht","Evolène VS. Dorfbild, Bauart. Alte Walliser Bauernhäuser mit Freitrepppen und Holzbalkonen; daneben Gässchen und Stall. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6521_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136268,"Evolène, Ferme valaisanne, Teilansicht","Evolène VS. Dorfbild, Bauart. Alte Walliser Bauernhäuser mit Freitrepppen und Holzbalkonen; daneben Gässchen und Stall. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gässchen und Gruppe von Bauernhäusern, Ställen und Speichern im Dorfinnern. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6522_pctmp.jpg,1923,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136294,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gässchen und Gruppe von Bauernhäusern, Ställen und Speichern im Dorfinnern. Aufnahme 1922.",1923,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ferme valaisanne, Teilansicht","Evolène VS. Dorfbild, Bauart. Traufseite eines Bauernhauses: mit Fassadenschmuck und gemauerter Freitreppe. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6524_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136352,"Evolène, Ferme valaisanne, Teilansicht","Evolène VS. Dorfbild, Bauart. Traufseite eines Bauernhauses: mit Fassadenschmuck und gemauerter Freitreppe. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Blick vom Dorfrand ins Dorfinnere: Wiese, Zaun, Bauernhäuser; Durchblick nach dem Kirchturm. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6525_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136397,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Blick vom Dorfrand ins Dorfinnere: Wiese, Zaun, Bauernhäuser; Durchblick nach dem Kirchturm. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Motiv mit Gässchen, Zaun und Holzgebäude am Dorfrand; Durchblick nach der Kirche. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6526_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136439,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Motiv mit Gässchen, Zaun und Holzgebäude am Dorfrand; Durchblick nach der Kirche. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Krautgärten, Zäune, alte Holzhütten und Bauernhäuser im Dorfinnern; Ansicht von Norden. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6527_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136478,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Krautgärten, Zäune, alte Holzhütten und Bauernhäuser im Dorfinnern; Ansicht von Norden. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Chabisplätz, alte Holzhütten und Bauernhaus; Durchblick nach der Kirche. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6528_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136539,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Chabisplätz, alte Holzhütten und Bauernhaus; Durchblick nach der Kirche. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse, Ställe; Durchblick nach der Kirche. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6529_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136575,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse, Ställe; Durchblick nach der Kirche. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Blick durch die Hauptstrasse: Bauernhäuser, Ställe, Speicher; Blickrichtung von Nordwest gegen Südost. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6530_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136626,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Blick durch die Hauptstrasse: Bauernhäuser, Ställe, Speicher; Blickrichtung von Nordwest gegen Südost. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Originale Walliser Bauernhäuser, Speicher an der Hauptstrasse im Dorfinnern. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6531_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136666,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Originale Walliser Bauernhäuser, Speicher an der Hauptstrasse im Dorfinnern. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Vedute an Bauernhäusern vorbei gegen den Kirchturm hin. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6532_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136699,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Vedute an Bauernhäusern vorbei gegen den Kirchturm hin. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse, Speicher, Holzhäuser, Zäune, Ställe. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6533_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136763,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse, Speicher, Holzhäuser, Zäune, Ställe. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gässchen, Ställe, Flucht von Bauernhäusern; Durchblick nach der Kirche. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6534_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136799,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gässchen, Ställe, Flucht von Bauernhäusern; Durchblick nach der Kirche. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Ställe, Bauernhäuser, Speicher; im Vordergrund eingezäuntes Wiesland; Blick gegen Südosten. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6535_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136839,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Ställe, Bauernhäuser, Speicher; im Vordergrund eingezäuntes Wiesland; Blick gegen Südosten. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
